basinid	lu_0100	lu_0200	lu_0500	lu_0600	lu_0700	lu_0901	lu_0902	lu_1000	lu_1100	lu_1400	lu_1500	lu_1600	lu_0000	rice	wheat	millet	potato	bean	craft_crop	veg_oa	veg_gh	flower_oa	flower_gh	other_oa	other_gh	orange_u	orange_o	apple	grape	pear_j	pear_w	peach	cherry	biwa	persimmon	chestnut	ume	plum	kiwi	pineapple	other_fruit
"9334"	842	46	497	10	467	15	3	14	117			30		350.654421703952	28.2662106703146	0.070697674418602	0.070697674418602	0.353488372093029	0.318139534883728	9.99387140902873	0	1.80254445964431	0.123720930232563	0.388590971272218	0.335321477428191	2.33302325581396	0	0	0.282790697674427	0	0	0.194418604651165	0	0.229767441860466	0.689056087551286	0.01767441860466	0.01767441860466	0	0.282544459644315	0	0.229767441860466
"9335"	96	43	158	2	12			1	31					42.0577727673111	19.4	0.159999999999994	0.159999999999994	0.800000000000013	0.720000000000016	8.23999999999999	0	3.72000000000001	0.280000000000011	0.520000000000002	0.04000000000002	5.28000000000002	0	0	0.640000000000019	0	0	0.440000000000005	0	0.520000000000002	1.2	0.04000000000002	0.04000000000002	0	0.280000000000011	0	0.520000000000002
"9336"	210	36	743	2	31			3	35					89.3845882519048	16.5201094391245	0.13023255813953	0.13023255813953	0.651162790697685	0.58604651162792	6.9422708618331	0	3.03378932968537	0.227906976744195	0.429138166894666	0.044322845417253	4.29767441860466	0	0	0.520930232558155	0	0	0.358139534883725	0	0.42325581395349	0.982626538987686	0.0325581395349	0.0325581395349	0	0.233789329685371	0	0.42325581395349
"9337"	589	93	1041	3	184	12		20	87			9		226.219342205238	48.4950495049505	0	0.306930693069279	0	0	32.8415841584158	0	0.613861386138651	0	3.990099009901	0	0.306930693069279	1.22772277227721	0	2.76237623762379	0	0	1.53465346534658	0	0	0.306930693069279	0	0	0.613861386138651	0	0	0
"9338"	344	24	501		130	1	5	11	40					132.121313613925	12.5148514851485	0	0.079207920792072	0	0	8.47524752475247	0	0.158415841584168	0	1.02970297029703	0	0.079207920792072	0.316831683168312	0	0.71287128712872	0	0	0.396039603960408	0	0	0.079207920792072	0	0	0.158415841584168	0	0	0
"9339"	794	78	1654	10	405	9	8	42	102					305.961387323755	42.5449039021549	0	0.227722772277207	0	0	26.4839836924869	0	0.508386721025067	0	3.01333721607455	0.105882352941177	0.227722772277207	0.910891089108897	0	2.04950495049507	0	0	1.13861386138617	0	0	0.280663948747791	0	0	0.455445544554483	0.052941176470584	0	0
"9340"	130	21	177		70	11	12	16	44	1		37		49.9295661913088	10.9504950495049	0	0.069306930693063	0	0	7.41584158415841	0	0.138613861386147	0	0.900990099009903	0	0.069306930693063	0.277227722772273	0	0.62376237623763	0	0	0.346534653465357	0	0	0.069306930693063	0	0	0.138613861386147	0	0	0
"9341"	79	13	86	1	29	3		5	9					30.3418133008723	6.77887788778877	0	0.042904290429039	0	0	4.59075907590759	0	0.085808580858091	0	0.557755775577559	0	0.042904290429039	0.171617161716169	0	0.38613861386139	0	0	0.214521452145221	0	0	0.042904290429039	0	0	0.085808580858091	0	0	0
"9342"	327	45	1208	1	101	5		19	33			3		125.592062650446	23.4653465346534	0	0.148514851485135	0	0	15.8910891089109	0	0.297029702970315	0	1.93069306930694	0	0.148514851485135	0.594059405940585	0	1.33663366336635	0	0	0.742574257425765	0	0	0.148514851485135	0	0	0.297029702970315	0	0	0
"9343"	159	7	468	7	44	2		7	42					61.0677001878316	3.65016501650165	0	0.023102310231021	0	0	2.47194719471947	0	0.046204620462049	0	0.300330033003301	0	0.023102310231021	0.092409240924091	0	0.20792079207921	0	0	0.115511551155119	0	0	0.023102310231021	0	0	0.046204620462049	0	0	0
"9344"	136	38	637		64	6		4	16					52.2340077078308	19.8151815181518	0	0.125412541254114	0	0	13.4191419141914	0	0.250825082508266	0	1.63036303630363	0	0.125412541254114	0.501650165016494	0	1.12871287128714	0	0	0.627062706270646	0	0	0.125412541254114	0	0	0.250825082508266	0	0	0
"9345"	37	10	37		19				5	1				16.4475820348259	8.01980198019802	0	0	0	0	0	0	0	0.2970297029703	1.38613861386139	0	0	0	0	0	0	0	0	0	0	0	0.2970297029703	0	0	0	0	0
"9346"	140	7	179	4	115		5	24	14					62.2340941858278	5.61386138613861	0	0	0	0	0	0	0	0.20792079207921	0.970297029702973	0	0	0	0	0	0	0	0	0	0	0	0.20792079207921	0	0	0	0	0
"9347"	152	39	317	2	66	3	4	3	15					67.3870781417491	30.7161716171617	0	0.006600660066006	0	0	0.706270627062706	0	0.013201320132014	1.09900990099011	5.21452145214523	0	0.006600660066006	0.026402640264026	0	0.05940594059406	0	0	0.033003300330034	0	0	0.006600660066006	1.09900990099011	0	0.013201320132014	0	0	0
"9348"	267	40	1274	7	120	2	1	18	54	1				117.480195035307	29.2739273927393	0	0.03300330033003	0	0	3.53135313531353	0	0.06600660066007	0.8910891089109	4.5874587458746	0	0.03300330033003	0.13201320132013	0	0.2970297029703	0	0	0.16501650165017	0	0	0.03300330033003	0.8910891089109	0	0.06600660066007	0	0	0
"9349"	38	4	84	1	72	3	2	8	6					16.8921112790104	3.20792079207921	0	0	0	0	0	0	0	0.11881188118812	0.554455445544556	0	0	0	0	0	0	0	0	0	0	0	0.11881188118812	0	0	0	0	0
"9350"	517	31	3943	9	154	5	1	29	107					229.821619243378	24.8613861386139	0	0	0	0	0	0	0	0.92079207920793	4.29702970297031	0	0	0	0	0	0	0	0	0	0	0	0.92079207920793	0	0	0	0	0
"9351"	226	6	1010	25	72	12	8	11	15					100.463609185693	4.81188118811881	0	0	0	0	0	0	0	0.17821782178218	0.831683168316834	0	0	0	0	0	0	0	0	0	0	0	0.17821782178218	0	0	0	0	0
"9352"	148	2	1841	3	59	3	3	6	26					65.7903281393036	1.6039603960396	0	0	0	0	0	0	0	0.05940594059406	0.277227722772278	0	0	0	0	0	0	0	0	0	0	0	0.05940594059406	0	0	0	0	0
"9353"	5		736	12	13				6					1.26613310260292																											
"9354"		6	556	6	10			1	13						0	0	0	0	4.92857142857143	0	0	0.35714285714286	0	0	0	0.57142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857144
"9355"	38	68	246	11	88			4	10					9.62261157978223	0	0	1.41666666666664	0	46.75	0	0	1.41666666666664	1.41666666666664	0	0	0	14.1666666666666	0	0	0	0	0	0	0	0	0	0	0	2.83333333333336	0	0
"9356"	13	75	383	1	26				11					3.2919460667676	0	0	1.56249999999997	0	51.5625	0	0	1.56249999999997	1.56249999999997	0	0	0	15.625	0	0	0	0	0	0	0	0	0	0	0	3.12500000000002	0	0
"9357"	34	37	663	1	30			4	17					10.0181726595074	0	0	0.270833333333329	0	28.6517857142857	0	0	1.69940476190477	0.270833333333329	0	0	2.28571428571428	2.70833333333333	0	0	0	0	0	0	0	0	0	0	0	0.541666666666671	0	0.571428571428576
"35413"	243	158	3136	28	29			9	21					104.526224140076	59.6977250666242	10.3030303030303	3.15031503150318	8.2424242424243	10.3030303030303	7.29761211415259	0	3.23325038386196	2.06060606060604	21.4018672455481	0.047058823529412	0.059405940594054	0.237623762376234	0	3.62556255625567	0	0	0.297029702970306	0	0	7.29505656447997	5.15151515151517	1.03030303030309	0.118811881188126	2.08413547237074	0	12.3636363636364
"35688"	53	6	546		10									24.9695479294351	3.22467471878078	0	0.020942408376964	0.008376963350786	0.050261780104712	1.67958115183246	0	0.01675392670157	0.11881188118812	0.60890570732466	0.002094240837696	0	0.025130890052356	0	0.081675392670158	0	0	0.004188481675392	0	0	0.01675392670157	0.11881188118812	0.01675392670157	0	0	0	0.00628272251309
"35698"	87	20	1105		9									41.1613936340338	6.51636514436784	0	0.125654450261784	0.050261780104716	0.301570680628272	10.0774869109948	0	0.10052356020942	0.23762376237624	1.43561246176974	0.012565445026176	0	0.150785340314136	0	0.490052356020948	0	0	0.025130890052352	0	0	0.10052356020942	0.23762376237624	0.10052356020942	0	0	0	0.03769633507854
"35699"	83	131	2216	4	4				16					41.6578040085694	45.6515151515151	9.92424242424246	2.97727272727276	7.93939393939399	9.92424242424246	0	0	2.97727272727276	1.98484848484846	19.8484848484849	0	0	0	0	2.97727272727276	0	0	0	0	0	6.94696969696969	4.96212121212123	0.992424242424298	0	1.98484848484846	0	11.9090909090909
"35705"	1854	163	2011	15	1516	50	7	136	584			124		783.492300841654	122.277672620635	0.954838709677448	0.985830445214633	6.20645161290326	0	0	0	2.86451612903234	1.23376432951216	11.9354838709678	0.477419354838724	3.91233004532121	0	0	0.061983471074385	0.123966942148755	0	3.21723540389233	0	0	3.43491069048249	1.46324980005336	0.954838709677448	0	0	0	2.89550786456953
"35706"	13		671	4					2			3		5.6838375524084																											
"35707"	73	27	1078	4	35			3	20			21		31.9169339481395	20.1193548387097	0.174193548387102	0.174193548387102	1.13225806451614	0	0	0	0.522580645161306	0.174193548387102	2.17741935483872	0.087096774193551	0.696774193548381	0	0	0	0	0	0.174193548387102	0	0	0.60967741935483	0.261290322580653	0.174193548387102	0	0	0	0.522580645161306
"35708"	1	19	299		5				4					0.437218273262185	14.158064516129	0.122580645161294	0.122580645161294	0.796774193548392	0	0	0	0.367741935483882	0.122580645161294	1.53225806451614	0.061290322580647	0.490322580645157	0	0	0	0	0	0.122580645161294	0	0	0.42903225806451	0.183870967741941	0.122580645161294	0	0	0	0.367741935483882
"35709"	23	10	1120		1									10.0560202850303	7.45161290322581	0.06451612903226	0.06451612903226	0.41935483870968	0	0	0	0.19354838709678	0.06451612903226	0.80645161290323	0.03225806451613	0.25806451612903	0	0	0	0	0	0.06451612903226	0	0	0.2258064516129	0.09677419354839	0.06451612903226	0	0	0	0.19354838709678
"35710"	51	61	1210	9	3									22.2981319363714	45.4548387096774	0.393548387096786	0.393548387096786	2.55806451612905	0	0	0	1.18064516129036	0.393548387096786	4.9193548387097	0.196774193548393	1.57419354838708	0	0	0	0	0	0.393548387096786	0	0	1.37741935483869	0.590322580645179	0.393548387096786	0	0	0	1.18064516129036
"35711"	47	137	1653		6				1					20.5492588433227	102.087096774194	0.883870967741962	0.883870967741962	5.74516129032262	0	0	0	2.65161290322589	0.883870967741962	11.0483870967743	0.441935483870981	3.53548387096771	0	0	0	0	0	0.883870967741962	0	0	3.09354838709673	1.32580645161294	0.883870967741962	0	0	0	2.65161290322589
