basinid	lu_0100	lu_0200	lu_0500	lu_0600	lu_0700	lu_0901	lu_0902	lu_1000	lu_1100	lu_1400	lu_1500	lu_1600	lu_0000	rice	wheat	millet	potato	bean	craft_crop	veg_oa	veg_gh	flower_oa	flower_gh	other_oa	other_gh	orange_u	orange_o	apple	grape	pear_j	pear_w	peach	cherry	biwa	persimmon	chestnut	ume	plum	kiwi	pineapple	other_fruit
"9287"	20	6	10		11			2	1					7.88659384490814	4.79752066115702	0	0.012396694214874	0	0	0	0	0	0.111570247933884	0	0	0.037190082644628	0	0	0.024793388429754	0.049586776859502	0	0.904958677685952	0	0	0.037190082644628	0.012396694214874	0	0	0	0	0.012396694214874
"9288"	541	20	132	1	245	12	5	9	71					213.418140666799	15.6651826179685	0.038709677419356	0.067635297254062	0.251612903225808	0	0	0	0.116129032258068	0.299040255931752	0.483870967741938	0.019354838709678	0.24161556918155	0	0	0.057851239669426	0.115702479338838	0	2.15027992535324	0	0	0.222260730471872	0.08699013596374	0.038709677419356	0	0	0	0.145054652092774
"9289"	260	90	269	6	124	3	4	5	19					102.560596846861	71.9628099173554	0	0.18595041322311	0	0	0	0	0	1.67355371900826	0	0	0.55785123966942	0	0	0.37190082644631	0.74380165289253	0	13.5743801652893	0	0	0.55785123966942	0.18595041322311	0	0	0	0	0.18595041322311
"9290"	276	33	255		95	3	5	41	60					108.834995059732	26.3863636363636	0	0.068181818181807	0	0	0	0	0	0.613636363636362	0	0	0.204545454545454	0	0	0.136363636363647	0.272727272727261	0	4.97727272727274	0	0	0.204545454545454	0.068181818181807	0	0	0	0	0.068181818181807
"9291"	642	213	937	73	501	46	29	53	130			89		209.008949382067	37.2334971755557	0.003720930232558	20.0668124128823	0.018604651162791	0.016744186046512	107.863552197198	0	1.08966620203943	0.340896485951129	0.680862739344118	0.00093023255814	42.9240525273274	0	0	0.014883720930233	0.334384858044152	0	1.01338713227199	0	0.346477881299966	0.69667669283249	0.00093023255814	0.00093023255814	0.334384858044152	0.006511627906977	0	0.012093023255814
"9292"	39	2	97		3				5					16.0589568271439	1.56190476190476	0.08888888888889	0.006349206349206	0.025396825396826	0.025396825396826	0	0	0.031746031746032	0	0.01904761904762	0.006349206349206	0	0	0	0.031746031746032	0	0	0	0	0	0.203174603174604	0	0	0	0	0	0
"9293"	46	8	625	1	2			22						18.9413336935543	6.24761904761905	0.35555555555556	0.025396825396824	0.101587301587304	0.101587301587304	0	0	0.126984126984128	0	0.07619047619048	0.025396825396824	0	0	0	0.126984126984128	0	0	0	0	0	0.812698412698416	0	0	0	0	0	0
"9294"	14		259					1	33			5		5.76475373282088																											
"9295"	92	17	794		15			7	13			18		37.9353347388818	13.2761904761905	0.755555555555565	0.053968253968251	0.215873015873021	0.215873015873021	0	0	0.269841269841272	0	0.16190476190477	0.053968253968251	0	0	0	0.269841269841272	0	0	0	0	0	1.72698412698413	0	0	0	0	0	0
"9296"	33	25	622		1			2				1		13.6392483834849	19.1658986175115	0.731182795698935	0.112135176651305	0.609831029185875	0.190476190476195	0	0	0.43164362519202	0.06451612903226	0.94930875576038	0.079877112135175	0.25806451612903	0	0	0.23809523809524	0	0	0.06451612903226	0	0	1.74961597542243	0.09677419354839	0.06451612903226	0	0	0	0.19354838709678
"9297"	120	25	502	5	11			13	2					50.4391882123267	15.2365448504983	0.581705426356594	0.08646733111849	0.394241417497239	0.370055370985612	2.49116279069767	0	1.31512735326689	0.084651162790701	0.271495016611302	0.050188261351056	1.59627906976745	0	0	0.383964562569221	0	0	0.133023255813955	0	0.157209302325582	1.58183831672204	0.01209302325582	0.01209302325582	0	0.084651162790701	0	0.157209302325582
"9298"	25	12	1405		3									10.6892082326216	6.40332225913621	0.166821705426357	0.043012181616831	0.205537098560358	0.188792912513847	1.7246511627907	0	0.826223698781841	0.058604651162793	0.137408637873756	0.017895902547069	1.10511627906977	0	0	0.181572535991145	0	0	0.092093023255815	0	0.108837209302326	0.55592469545958	0.00837209302326	0.00837209302326	0	0.058604651162793	0	0.108837209302326
"9299"	206	103	278	14	80	16		29	147					82.3190804973385	33.0569325522007	1.11111111111112	7.46106854939659	0.317460317460325	0.317460317460325	39.6151419558359	0	0.765910570326964	0.123028391167188	0.484152020429626	0.079365079365075	15.7476340694006	0	0	0.3968253968254	0.123028391167188	0	0.369085173501564	0	0.123028391167188	2.78573932201693	0	0	0.123028391167188	0	0	0
"9300"	420	44	311		190	18	12	20	85					172.227636291998	34.4737111373475	1.68888888888891	0.133031614849788	0.482539682539694	0.482539682539694	0	0	0.603174603174608	0.111570247933884	0.36190476190478	0.120634920634914	0.037190082644628	0	0	0.627967991604362	0.049586776859502	0	0.904958677685952	0	0	3.8975075429621	0.012396694214874	0	0	0	0	0.012396694214874
"9301"	609	114	374	2	205	10	9	48	117					250.766787377708	89.0285714285714	5.06666666666673	0.361904761904742	1.44761904761908	1.44761904761908	0	0	1.80952380952382	0	1.08571428571434	0.361904761904742	0	0	0	1.80952380952382	0	0	0	0	0	11.5809523809524	0	0	0	0	0	0
"9302"	79	4	417	1	4				3					32.5551319275499	3.12380952380952	0.17777777777778	0.012698412698412	0.050793650793652	0.050793650793652	0	0	0.063492063492064	0	0.03809523809524	0.012698412698412	0	0	0	0.063492063492064	0	0	0	0	0	0.406349206349208	0	0	0	0	0	0
"9303"	645	57	982	5	146			20	91					265.590439833533	44.5142857142857	2.53333333333337	0.180952380952371	0.723809523809541	0.723809523809541	0	0	0.904761904761912	0	0.54285714285717	0.180952380952371	0	0	0	0.904761904761912	0	0	0	0	0	5.79047619047621	0	0	0	0	0	0
"9304"	29	23	133	1	2			18	2			28		11.9412755894147	17.9619047619048	1.02222222222224	0.073015873015869	0.292063492063499	0.292063492063499	0	0	0.365079365079368	0	0.21904761904763	0.073015873015869	0	0	0	0.365079365079368	0	0	0	0	0	2.33650793650795	0	0	0	0	0	0
"9305"	54	36	75	6	3			42	9			5		22.2354786837377	25.4759689922481	1.27421188630492	0.118656330749348	0.504392764857892	0.48950904392766	1.53302325581395	0	1.13653746770026	0.052093023255816	0.363410852713192	0.096330749354004	0.982325581395352	0	0	0.563514211886312	0	0	0.08186046511628	0	0.096744186046512	3.06770025839794	0.00744186046512	0.00744186046512	0	0.052093023255816	0	0.096744186046512
"9306"	42		98		4			2	11			15		17.2942611984626																											
"9307"	104	325	656		116	6		16	26					33.839887907286	56.3880126182965	0	30.757097791798	0	0	165.06309148265	0	1.53785488958985	0.51261829652995	1.0252365930599	0	65.6151419558359	0	0	0	0.51261829652995	0	1.53785488958985	0	0.51261829652995	1.0252365930599	0	0	0.51261829652995	0	0	0
"9308"	96	53	207	2	31	2		9	13					31.2368196067256	9.1955835962145	0	5.01577287066244	0	0	26.9179810725552	0	0.250788643533114	0.083596214511038	0.167192429022076	0	10.7003154574132	0	0	0	0.083596214511038	0	0.250788643533114	0	0.083596214511038	0.167192429022076	0	0	0.083596214511038	0	0	0
"9309"	27	71	453	5	26			11	7					11.8287485908063	32.0325581395349	0.264186046511618	0.264186046511618	1.32093023255816	1.18883720930235	13.6055813953488	0	6.14232558139537	0.462325581395367	0.858604651162794	0.06604651162794	8.71813953488375	0	0	1.05674418604654	0	0	0.726511627906985	0	0.858604651162794	1.98139534883721	0.06604651162794	0.06604651162794	0	0.462325581395367	0	0.858604651162794
"9310"	116	175	160	4	420	7	24	40	48		1			50.819808760501	78.9534883720929	0.65116279069765	0.65116279069765	3.25581395348842	2.9302325581396	33.5348837209302	0	15.139534883721	1.13953488372098	2.11627906976745	0.1627906976745	21.4883720930233	0	0	2.60465116279078	0	0	1.79069767441863	0	2.11627906976745	4.88372093023255	0.1627906976745	0.1627906976745	0	1.13953488372098	0	2.11627906976745
"9311"	847	232	1348	29	862	50	23	145	144					367.983800674317	111.977266804308	1.7961757105943	0.941606585362696	4.16183093392403	3.774854189738	40.366491086494	0	18.3642298309293	1.35599589171746	2.73755103038943	0.266504245108989	25.7423578607586	0	0	3.46089331856783	0.001577287066246	0	2.13310395422202	0	2.51692612427556	8.14431367343112	0.19348837209312	0.19348837209312	0.001577287066246	1.35441860465122	0	2.51534883720931
"9312"	666	101	203	10	392	27	5	66	85					291.486128138469	45.8972314507198	0.416537467700245	0.375267626430403	1.87316352897751	1.68711701734961	19.1627906976744	0	8.66703580657072	0.6511627906977	1.21882613510521	0.096197858988603	12.2790697674419	0	0	1.50424510889632	0	0	1.0232558139535	0	1.2093023255814	2.8922849760059	0.093023255814	0.093023255814	0	0.6511627906977	0	1.2093023255814
"9313"	283	75	155	3	474	36	11	34	237		1			123.982809303636	33.8372093023255	0.27906976744185	0.27906976744185	1.39534883720933	1.2558139534884	14.3720930232558	0	6.48837209302328	0.488372093023275	0.90697674418605	0.0697674418605	9.20930232558142	0	0	1.11627906976747	0	0	0.767441860465125	0	0.90697674418605	2.09302325581395	0.0697674418605	0.0697674418605	0	0.488372093023275	0	0.90697674418605
"9314"	156	77	1616	6	7				4					62.7042478231988	53.9387140902872	0.029767441860464	0.029767441860464	0.148837209302328	0.133953488372096	17.768317373461	0	1.09797537619696	0.052093023255816	0.502626538987656	0.819206566347477	0.982325581395352	0	0	0.119069767441864	0	0	0.08186046511628	0	0.096744186046512	0.629138166894632	0.00744186046512	0.00744186046512	0	0.45797537619696	0	0.096744186046512
"9315"	37	43	1012	18	2			6						16.2097665874012	19.4	0.159999999999994	0.159999999999994	0.800000000000013	0.720000000000016	8.23999999999999	0	3.72000000000001	0.280000000000011	0.520000000000002	0.04000000000002	5.28000000000002	0	0	0.640000000000019	0	0	0.440000000000005	0	0.520000000000002	1.2	0.04000000000002	0.04000000000002	0	0.280000000000011	0	0.520000000000002
"9316"	6	146	1246	18	2									2.62861079795695	65.8697674418604	0.543255813953468	0.543255813953468	2.71627906976749	2.44465116279075	27.9776744186046	0	12.6306976744186	0.950697674418642	1.76558139534884	0.13581395348844	17.9274418604652	0	0	2.17302325581402	0	0	1.49395348837211	0	1.76558139534884	4.07441860465116	0.13581395348844	0.13581395348844	0	0.950697674418642	0	1.76558139534884
"9317"	9	5	25	1	21			1	7					3.94291619693542	2.25581395348837	0.01860465116279	0.01860465116279	0.093023255813955	0.08372093023256	0.95813953488372	0	0.432558139534885	0.032558139534885	0.06046511627907	0.0046511627907	0.613953488372095	0	0	0.074418604651165	0	0	0.051162790697675	0	0.06046511627907	0.13953488372093	0.0046511627907	0.0046511627907	0	0.032558139534885	0	0.06046511627907
"9318"	63	22	405	1	28	7		12	31			28		27.6004133785479	9.92558139534883	0.081860465116276	0.081860465116276	0.409302325581402	0.368372093023264	4.21581395348837	0	1.90325581395349	0.143255813953494	0.266046511627908	0.02046511627908	2.70139534883722	0	0	0.327441860465126	0	0	0.22511627906977	0	0.266046511627908	0.613953488372092	0.02046511627908	0.02046511627908	0	0.143255813953494	0	0.266046511627908
"9319"	58	16	1028	8	26			3	25					25.4099043802505	7.21860465116278	0.059534883720928	0.059534883720928	0.297674418604656	0.267906976744192	3.0660465116279	0	1.38418604651163	0.104186046511632	0.193488372093024	0.01488372093024	1.9646511627907	0	0	0.238139534883728	0	0	0.16372093023256	0	0.193488372093024	0.446511627906976	0.01488372093024	0.01488372093024	0	0.104186046511632	0	0.193488372093024
"9320"	33	9	669		6				2					14.4573593887632	4.06046511627907	0.033488372093022	0.033488372093022	0.167441860465119	0.150697674418608	1.7246511627907	0	0.778604651162793	0.058604651162793	0.108837209302326	0.00837209302326	1.10511627906977	0	0	0.133953488372097	0	0	0.092093023255815	0	0.108837209302326	0.251162790697674	0.00837209302326	0.00837209302326	0	0.058604651162793	0	0.108837209302326
"9321"	63	10	517	2	9			1						27.6004133785479	4.51162790697674	0.03720930232558	0.03720930232558	0.18604651162791	0.16744186046512	1.91627906976744	0	0.86511627906977	0.06511627906977	0.12093023255814	0.0093023255814	1.22790697674419	0	0	0.14883720930233	0	0	0.10232558139535	0	0.12093023255814	0.27906976744186	0.0093023255814	0.0093023255814	0	0.06511627906977	0	0.12093023255814
"9322"	1	3	211		7			1	5					0.438101799659491	1.35348837209302	0.011162790697674	0.011162790697674	0.055813953488373	0.050232558139536	0.574883720930232	0	0.259534883720931	0.019534883720931	0.036279069767442	0.00279069767442	0.368372093023257	0	0	0.044651162790699	0	0	0.030697674418605	0	0.036279069767442	0.083720930232558	0.00279069767442	0.00279069767442	0	0.019534883720931	0	0.036279069767442
"9323"	16	37	404	1	20				48					7.00962879455186	16.6930232558139	0.137674418604646	0.137674418604646	0.688372093023267	0.619534883720944	7.09023255813953	0	3.20093023255815	0.240930232558149	0.447441860465118	0.03441860465118	4.5432558139535	0	0	0.550697674418621	0	0	0.378604651162795	0	0.447441860465118	1.03255813953488	0.03441860465118	0.03441860465118	0	0.240930232558149	0	0.447441860465118
"9324"	7	14	714											3.06671259761644	6.31627906976744	0.052093023255812	0.052093023255812	0.260465116279074	0.234418604651168	2.68279069767442	0	1.21116279069768	0.091162790697678	0.169302325581396	0.01302325581396	1.71906976744187	0	0	0.208372093023262	0	0	0.14325581395349	0	0.169302325581396	0.390697674418604	0.01302325581396	0.01302325581396	0	0.091162790697678	0	0.169302325581396
"9325"	760	53	250	11	2885	140	50	152	209			15		332.957367741213	23.9116279069767	0.197209302325574	0.197209302325574	0.986046511627923	0.887441860465136	10.1562790697674	0	4.58511627906978	0.345116279069781	0.640930232558142	0.04930232558142	6.50790697674421	0	0	0.788837209302349	0	0	0.542325581395355	0	0.640930232558142	1.47906976744186	0.04930232558142	0.04930232558142	0	0.345116279069781	0	0.640930232558142
"9326"	149	34	201	10	301	6	4	45	63					65.2771681492642	15.3395348837209	0.126511627906972	0.126511627906972	0.632558139534894	0.569302325581408	6.5153488372093	0	2.94139534883722	0.221395348837218	0.411162790697676	0.03162790697676	4.17488372093025	0	0	0.506046511627922	0	0	0.34790697674419	0	0.411162790697676	0.948837209302324	0.03162790697676	0.03162790697676	0	0.221395348837218	0	0.411162790697676
"9327"	281	50	924	11	29			19	51			9		123.106605704317	22.5581395348837	0.1860465116279	0.1860465116279	0.93023255813955	0.8372093023256	9.5813953488372	0	4.32558139534885	0.32558139534885	0.6046511627907	0.046511627907	6.13953488372095	0	0	0.74418604651165	0	0	0.51162790697675	0	0.6046511627907	1.3953488372093	0.046511627907	0.046511627907	0	0.32558139534885	0	0.6046511627907
"9328"	40	7	294		10									17.5240719863796	3.15813953488372	0.026046511627906	0.026046511627906	0.130232558139537	0.117209302325584	1.34139534883721	0	0.605581395348839	0.045581395348839	0.084651162790698	0.00651162790698	0.859534883720933	0	0	0.104186046511631	0	0	0.071627906976745	0	0.084651162790698	0.195348837209302	0.00651162790698	0.00651162790698	0	0.045581395348839	0	0.084651162790698
"9329"	92				248	16	8	12	50			19		40.3053655686732																											
"9330"	77	1	8		135	8	6	7	54					33.7338385737808	0.451162790697674	0.003720930232558	0.003720930232558	0.018604651162791	0.016744186046512	0.191627906976744	0	0.086511627906977	0.006511627906977	0.012093023255814	0.00093023255814	0.122790697674419	0	0	0.014883720930233	0	0	0.010232558139535	0	0.012093023255814	0.027906976744186	0.00093023255814	0.00093023255814	0	0.006511627906977	0	0.012093023255814
"9331"	1181	166	1770	37	712	37	11	98	185			47		470.531630311348	111.621887824897	0.126511627906972	0.126511627906972	0.632558139534894	0.569302325581408	37.5741723666211	0	3.71786593707245	0.221395348837218	1.18763337893291	1.58456908344736	4.17488372093025	0	0	0.506046511627922	0	0	0.34790697674419	0	0.411162790697676	1.72530779753756	0.03162790697676	0.03162790697676	0	0.99786593707245	0	0.411162790697676
"9332"	429	34	130		232	6		23	83					187.945672053922	15.3395348837209	0.126511627906972	0.126511627906972	0.632558139534894	0.569302325581408	6.5153488372093	0	2.94139534883722	0.221395348837218	0.411162790697676	0.03162790697676	4.17488372093025	0	0	0.506046511627922	0	0	0.34790697674419	0	0.411162790697676	0.948837209302324	0.03162790697676	0.03162790697676	0	0.221395348837218	0	0.411162790697676
"9333"	457	54	315	8	337	6		31	83					200.212522444387	24.3627906976744	0.200930232558132	0.200930232558132	1.00465116279071	0.904186046511648	10.3479069767442	0	4.67162790697676	0.351627906976758	0.653023255813956	0.05023255813956	6.63069767441863	0	0	0.803720930232582	0	0	0.55255813953489	0	0.653023255813956	1.50697674418604	0.05023255813956	0.05023255813956	0	0.351627906976758	0	0.653023255813956
